model,dataset,turn,is_correct,memory_mb
LanceDB,synthetic_world_state.csv,62,True,265.5234375
LanceDB,synthetic_world_state.csv,63,True,265.7734375
LanceDB,synthetic_world_state.csv,64,True,265.87890625
LanceDB,synthetic_world_state.csv,65,True,266.02734375
LanceDB,synthetic_world_state.csv,66,True,266.17578125
LanceDB,synthetic_world_state.csv,67,True,266.234375
LanceDB,synthetic_world_state.csv,68,True,266.51171875
LanceDB,synthetic_world_state.csv,69,True,266.65625
LanceDB,synthetic_world_state.csv,70,True,266.78125
LanceDB,synthetic_world_state.csv,71,True,267.00390625
LanceDB,synthetic_world_state.csv,72,True,267.30859375
LanceDB,synthetic_world_state.csv,73,True,267.3984375
LanceDB,synthetic_world_state.csv,74,True,267.4921875
LanceDB,synthetic_world_state.csv,75,True,267.5
LanceDB,synthetic_world_state.csv,76,True,267.66796875
LanceDB,synthetic_world_state.csv,77,True,267.9765625
LanceDB,synthetic_world_state.csv,78,True,268.109375
LanceDB,synthetic_world_state.csv,79,True,268.2890625
LanceDB,synthetic_world_state.csv,80,True,268.4765625
LanceDB,synthetic_world_state.csv,81,True,268.609375
LanceDB,synthetic_world_state.csv,82,True,268.91015625
LanceDB,synthetic_world_state.csv,83,True,269.2421875
LanceDB,synthetic_world_state.csv,84,True,269.28125
LanceDB,synthetic_world_state.csv,85,True,269.37890625
LanceDB,synthetic_world_state.csv,86,True,269.46875
LanceDB,synthetic_world_state.csv,87,True,269.5546875
LanceDB,synthetic_world_state.csv,88,True,269.625
LanceDB,synthetic_world_state.csv,89,True,270.1875
LanceDB,synthetic_world_state.csv,90,True,270.1953125
LanceDB,synthetic_world_state.csv,91,True,270.671875
LanceDB,synthetic_world_state.csv,92,True,270.9296875
LanceDB,synthetic_world_state.csv,93,False,270.984375
LanceDB,synthetic_world_state.csv,94,False,271.12109375
LanceDB,synthetic_world_state.csv,95,False,271.3671875
LanceDB,synthetic_world_state.csv,96,False,271.421875
LanceDB,synthetic_world_state.csv,97,False,271.4921875
LanceDB,synthetic_world_state.csv,98,False,271.5390625
LanceDB,synthetic_world_state.csv,99,False,271.9296875
LanceDB,synthetic_world_state.csv,100,False,272.0390625
LanceDB,synthetic_world_state.csv,101,False,272.3671875
LanceDB,synthetic_world_state.csv,102,False,272.46875
LanceDB,synthetic_world_state.csv,103,False,272.9453125
LanceDB,synthetic_world_state.csv,104,False,273.3359375
LanceDB,synthetic_world_state.csv,105,False,273.5859375
LanceDB,synthetic_world_state.csv,106,False,273.98828125
LanceDB,synthetic_world_state.csv,107,False,274.15234375
LanceDB,synthetic_world_state.csv,108,False,274.1640625
LanceDB,synthetic_world_state.csv,109,False,274.38671875
LanceDB,synthetic_world_state.csv,110,False,274.53125
LanceDB,synthetic_world_state.csv,111,False,274.59375
LanceDB,synthetic_world_state.csv,112,False,274.6875
LanceDB,synthetic_world_state.csv,113,False,274.71875
LanceDB,synthetic_world_state.csv,114,False,274.8671875
LanceDB,synthetic_world_state.csv,115,False,274.8984375
LanceDB,synthetic_world_state.csv,116,False,275.1796875
LanceDB,synthetic_world_state.csv,117,False,275.2890625
LanceDB,synthetic_world_state.csv,118,False,275.35546875
LanceDB,synthetic_world_state.csv,119,False,275.40625
LanceDB,synthetic_world_state.csv,120,False,275.4296875
LanceDB,synthetic_world_state.csv,121,False,275.9296875
LanceDB,synthetic_world_state.csv,122,False,276.21875
LanceDB,synthetic_world_state.csv,123,False,276.46875
LanceDB,synthetic_world_state.csv,124,False,276.5390625
LanceDB,synthetic_world_state.csv,125,False,276.86328125
LanceDB,synthetic_world_state.csv,126,False,277.171875
LanceDB,synthetic_world_state.csv,127,False,277.2421875
LanceDB,synthetic_world_state.csv,128,False,277.53515625
LanceDB,synthetic_world_state.csv,129,False,277.79296875
LanceDB,synthetic_world_state.csv,130,False,277.86328125
LanceDB,synthetic_world_state.csv,131,False,277.87890625
LanceDB,synthetic_world_state.csv,132,False,278.34765625
LanceDB,synthetic_world_state.csv,133,False,278.86328125
LanceDB,synthetic_world_state.csv,134,False,279.1953125
LanceDB,synthetic_world_state.csv,135,False,279.34765625
LanceDB,synthetic_world_state.csv,136,False,279.36328125
LanceDB,synthetic_world_state.csv,137,False,279.73828125
LanceDB,synthetic_world_state.csv,138,False,279.76171875
LanceDB,synthetic_world_state.csv,139,False,280.01953125
LanceDB,synthetic_world_state.csv,140,False,280.56640625
LanceDB,synthetic_world_state.csv,141,False,280.8125
LanceDB,synthetic_world_state.csv,142,False,281.1484375
LanceDB,synthetic_world_state.csv,143,False,281.46875
LanceDB,synthetic_world_state.csv,144,False,281.59375
LanceDB,synthetic_world_state.csv,145,False,281.8046875
LanceDB,synthetic_world_state.csv,146,False,282.10546875
LanceDB,synthetic_world_state.csv,147,False,282.10546875
LanceDB,synthetic_world_state.csv,148,False,282.28515625
LanceDB,synthetic_world_state.csv,149,False,282.296875
LanceDB,synthetic_world_state.csv,150,False,282.35546875
LanceDB,synthetic_world_state.csv,151,False,282.9375
LanceDB,synthetic_world_state.csv,152,False,282.9453125
LanceDB,synthetic_world_state.csv,153,False,282.94921875
LanceDB,synthetic_world_state.csv,154,False,283.22265625
LanceDB,synthetic_world_state.csv,155,False,283.48828125
LanceDB,synthetic_world_state.csv,156,False,283.76953125
LanceDB,synthetic_world_state.csv,157,False,284.0546875
LanceDB,synthetic_world_state.csv,158,False,284.4296875
LanceDB,synthetic_world_state.csv,159,False,284.578125
LanceDB,synthetic_world_state.csv,160,False,284.62109375
LanceDB,synthetic_world_state.csv,161,False,284.984375
LanceDB,synthetic_world_state.csv,162,False,285.23828125
LanceDB,synthetic_world_state.csv,163,False,285.90234375
LanceDB,synthetic_world_state.csv,164,False,285.9453125
LanceDB,synthetic_world_state.csv,165,False,285.94921875
LanceDB,synthetic_world_state.csv,166,False,286.2109375
LanceDB,synthetic_world_state.csv,167,False,286.26171875
LanceDB,synthetic_world_state.csv,168,False,286.5234375
LanceDB,synthetic_world_state.csv,169,False,286.90625
LanceDB,synthetic_world_state.csv,170,False,286.953125
LanceDB,synthetic_world_state.csv,171,False,286.95703125
LanceDB,synthetic_world_state.csv,172,False,287.13671875
LanceDB,synthetic_world_state.csv,173,False,287.15234375
LanceDB,synthetic_world_state.csv,174,False,287.15625
LanceDB,synthetic_world_state.csv,175,False,287.30078125
LanceDB,synthetic_world_state.csv,176,False,287.52734375
LanceDB,synthetic_world_state.csv,177,False,287.92578125
LanceDB,synthetic_world_state.csv,178,False,288.53515625
LanceDB,synthetic_world_state.csv,179,False,288.69140625
LanceDB,synthetic_world_state.csv,180,False,289.2109375
LanceDB,synthetic_world_state.csv,181,False,289.32421875
LanceDB,synthetic_world_state.csv,182,False,289.4296875
LanceDB,synthetic_world_state.csv,183,False,289.76171875
LanceDB,synthetic_world_state.csv,184,False,289.87890625
LanceDB,synthetic_world_state.csv,185,False,290.125
LanceDB,synthetic_world_state.csv,186,False,290.3046875
LanceDB,synthetic_world_state.csv,187,False,290.41015625
LanceDB,synthetic_world_state.csv,188,False,291.0078125
LanceDB,synthetic_world_state.csv,189,False,291.22265625
LanceDB,synthetic_world_state.csv,190,False,291.765625
LanceDB,synthetic_world_state.csv,191,False,291.8046875
LanceDB,synthetic_world_state.csv,192,False,292.578125
LanceDB,synthetic_world_state.csv,193,False,292.59765625
LanceDB,synthetic_world_state.csv,194,False,292.63671875
LanceDB,synthetic_world_state.csv,195,False,292.65625
LanceDB,synthetic_world_state.csv,196,False,292.87109375
LanceDB,synthetic_world_state.csv,197,False,293.15625
LanceDB,synthetic_world_state.csv,198,False,293.421875
LanceDB,synthetic_world_state.csv,199,False,293.46484375
LanceDB,synthetic_world_state.csv,200,False,293.51953125
LanceDB,synthetic_world_state.csv,201,False,293.625
LanceDB,synthetic_world_state.csv,202,False,293.625
LanceDB,synthetic_world_state.csv,203,False,293.69140625
LanceDB,synthetic_world_state.csv,204,False,293.703125
LanceDB,synthetic_world_state.csv,205,False,293.703125
LanceDB,synthetic_world_state.csv,206,False,294.1171875
LanceDB,synthetic_world_state.csv,207,False,294.16015625
LanceDB,synthetic_world_state.csv,208,False,294.3671875
LanceDB,synthetic_world_state.csv,209,False,294.62109375
LanceDB,synthetic_world_state.csv,210,False,294.8828125
LanceDB,synthetic_world_state.csv,211,False,294.90625
LanceDB,synthetic_world_state.csv,212,False,294.96875
LanceDB,synthetic_world_state.csv,213,False,295.890625
LanceDB,synthetic_world_state.csv,214,False,295.92578125
LanceDB,synthetic_world_state.csv,215,False,296.609375
LanceDB,synthetic_world_state.csv,216,False,296.6640625
LanceDB,synthetic_world_state.csv,217,False,296.6875
LanceDB,synthetic_world_state.csv,218,False,296.7734375
LanceDB,synthetic_world_state.csv,219,False,296.80859375
LanceDB,synthetic_world_state.csv,220,False,296.828125
LanceDB,synthetic_world_state.csv,221,False,297.21875
LanceDB,synthetic_world_state.csv,222,False,297.2734375
LanceDB,synthetic_world_state.csv,223,False,297.28125
LanceDB,synthetic_world_state.csv,224,False,297.765625
LanceDB,synthetic_world_state.csv,225,False,298.015625
LanceDB,synthetic_world_state.csv,226,False,298.55078125
LanceDB,synthetic_world_state.csv,227,False,298.7734375
LanceDB,synthetic_world_state.csv,228,False,299.50390625
LanceDB,synthetic_world_state.csv,229,False,299.5390625
LanceDB,synthetic_world_state.csv,230,False,299.765625
LanceDB,synthetic_world_state.csv,231,False,300.48828125
LanceDB,synthetic_world_state.csv,232,False,300.84375
LanceDB,synthetic_world_state.csv,233,False,301.5859375
LanceDB,synthetic_world_state.csv,234,False,302.359375
LanceDB,synthetic_world_state.csv,235,False,302.3828125
LanceDB,synthetic_world_state.csv,236,False,302.9296875
LanceDB,synthetic_world_state.csv,237,False,302.93359375
LanceDB,synthetic_world_state.csv,238,False,303.0234375
LanceDB,synthetic_world_state.csv,239,False,303.53125
LanceDB,synthetic_world_state.csv,240,False,303.53515625
LanceDB,synthetic_world_state.csv,241,False,304.078125
LanceDB,synthetic_world_state.csv,242,False,304.1953125
LanceDB,synthetic_world_state.csv,243,False,304.33984375
LanceDB,synthetic_world_state.csv,244,False,304.6328125
LanceDB,synthetic_world_state.csv,245,False,304.6328125
LanceDB,synthetic_world_state.csv,246,False,304.83203125
LanceDB,synthetic_world_state.csv,247,False,304.8359375
LanceDB,synthetic_world_state.csv,248,False,304.84375
LanceDB,synthetic_world_state.csv,249,False,304.90234375
LanceDB,synthetic_world_state.csv,250,False,304.91796875
LanceDB,synthetic_world_state.csv,251,False,304.96484375
LanceDB,synthetic_world_state.csv,252,False,305.515625
LanceDB,synthetic_world_state.csv,253,False,305.5390625
LanceDB,synthetic_world_state.csv,254,False,306.36328125
LanceDB,synthetic_world_state.csv,255,False,306.41796875
LanceDB,synthetic_world_state.csv,256,False,306.68359375
LanceDB,synthetic_world_state.csv,257,False,306.68359375
LanceDB,synthetic_world_state.csv,258,False,306.8671875
LanceDB,synthetic_world_state.csv,259,False,307.73046875
LanceDB,synthetic_world_state.csv,260,False,308.25
LanceDB,synthetic_world_state.csv,261,False,308.2578125
LanceDB,synthetic_world_state.csv,262,False,309.1171875
LanceDB,synthetic_world_state.csv,263,False,309.1171875
LanceDB,synthetic_world_state.csv,264,False,309.12890625
LanceDB,synthetic_world_state.csv,265,False,309.703125
LanceDB,synthetic_world_state.csv,266,False,310.0390625
LanceDB,synthetic_world_state.csv,267,False,310.1015625
LanceDB,synthetic_world_state.csv,268,False,310.21875
LanceDB,synthetic_world_state.csv,269,False,310.37109375
LanceDB,synthetic_world_state.csv,270,False,310.41796875
LanceDB,synthetic_world_state.csv,271,False,310.7578125
LanceDB,synthetic_world_state.csv,272,False,310.8125
LanceDB,synthetic_world_state.csv,273,False,310.93359375
LanceDB,synthetic_world_state.csv,274,False,311.82421875
LanceDB,synthetic_world_state.csv,275,False,312.19140625
LanceDB,synthetic_world_state.csv,276,False,312.34375
LanceDB,synthetic_world_state.csv,277,False,312.4296875
LanceDB,synthetic_world_state.csv,278,False,312.94140625
LanceDB,synthetic_world_state.csv,279,False,313.75390625
LanceDB,synthetic_world_state.csv,280,False,313.86328125
LanceDB,synthetic_world_state.csv,281,False,314.2265625
LanceDB,synthetic_world_state.csv,282,False,314.25390625
LanceDB,synthetic_world_state.csv,283,False,314.6640625
LanceDB,synthetic_world_state.csv,284,False,315.59375
LanceDB,synthetic_world_state.csv,285,False,315.6328125
LanceDB,synthetic_world_state.csv,286,False,316.5078125
LanceDB,synthetic_world_state.csv,287,False,316.5703125
LanceDB,synthetic_world_state.csv,288,False,317.4921875
LanceDB,synthetic_world_state.csv,289,False,317.6875
LanceDB,synthetic_world_state.csv,290,False,317.71875
LanceDB,synthetic_world_state.csv,291,False,317.734375
LanceDB,synthetic_world_state.csv,292,False,318.81640625
LanceDB,synthetic_world_state.csv,293,False,318.828125
LanceDB,synthetic_world_state.csv,294,False,318.83203125
LanceDB,synthetic_world_state.csv,295,False,318.9453125
LanceDB,synthetic_world_state.csv,296,False,319.71484375
LanceDB,synthetic_world_state.csv,297,False,319.91015625
LanceDB,synthetic_world_state.csv,298,False,320.23046875
LanceDB,synthetic_world_state.csv,299,False,320.30078125
LanceDB,synthetic_world_state.csv,300,False,320.453125
LanceDB,synthetic_world_state.csv,301,False,320.5078125
LanceDB,synthetic_world_state.csv,302,False,320.5859375
LanceDB,synthetic_world_state.csv,303,False,320.7265625
LanceDB,synthetic_world_state.csv,304,False,320.84375
LanceDB,synthetic_world_state.csv,305,False,321.8125
LanceDB,synthetic_world_state.csv,306,False,322.21484375
LanceDB,synthetic_world_state.csv,307,False,322.25390625
LanceDB,synthetic_world_state.csv,308,False,322.73046875
LanceDB,synthetic_world_state.csv,309,False,322.87890625
LanceDB,synthetic_world_state.csv,310,False,322.96875
LanceDB,synthetic_world_state.csv,311,False,323.765625
LanceDB,synthetic_world_state.csv,312,False,324.01953125
LanceDB,synthetic_world_state.csv,313,False,324.65625
LanceDB,synthetic_world_state.csv,314,False,324.98828125
LanceDB,synthetic_world_state.csv,315,False,325.34765625
LanceDB,synthetic_world_state.csv,316,False,326.453125
LanceDB,synthetic_world_state.csv,317,False,326.46484375
LanceDB,synthetic_world_state.csv,318,False,326.625
LanceDB,synthetic_world_state.csv,319,False,327.66796875
LanceDB,synthetic_world_state.csv,320,False,327.6796875
LanceDB,synthetic_world_state.csv,321,False,327.9453125
LanceDB,synthetic_world_state.csv,322,False,327.94921875
LanceDB,synthetic_world_state.csv,323,False,327.953125
LanceDB,synthetic_world_state.csv,324,False,327.96484375
LanceDB,synthetic_world_state.csv,325,False,327.96484375
LanceDB,synthetic_world_state.csv,326,False,327.97265625
LanceDB,synthetic_world_state.csv,327,False,328.0390625
LanceDB,synthetic_world_state.csv,328,False,328.10546875
LanceDB,synthetic_world_state.csv,329,False,328.1875
LanceDB,synthetic_world_state.csv,330,False,328.1875
LanceDB,synthetic_world_state.csv,331,False,328.28125
LanceDB,synthetic_world_state.csv,332,False,328.390625
LanceDB,synthetic_world_state.csv,333,False,329.703125
LanceDB,synthetic_world_state.csv,334,False,329.71875
LanceDB,synthetic_world_state.csv,335,False,330.015625
LanceDB,synthetic_world_state.csv,336,False,330.125
LanceDB,synthetic_world_state.csv,337,False,330.125
LanceDB,synthetic_world_state.csv,338,False,330.3125
LanceDB,synthetic_world_state.csv,339,False,330.33984375
LanceDB,synthetic_world_state.csv,340,False,330.41015625
LanceDB,synthetic_world_state.csv,341,False,330.56640625
LanceDB,synthetic_world_state.csv,342,False,331.56640625
LanceDB,synthetic_world_state.csv,343,False,331.78125
LanceDB,synthetic_world_state.csv,344,False,332.92578125
LanceDB,synthetic_world_state.csv,345,False,333.65625
LanceDB,synthetic_world_state.csv,346,False,334.55078125
LanceDB,synthetic_world_state.csv,347,False,335.69921875
LanceDB,synthetic_world_state.csv,348,False,336.73828125
LanceDB,synthetic_world_state.csv,349,False,336.73828125
LanceDB,synthetic_world_state.csv,350,False,336.765625
LanceDB,synthetic_world_state.csv,351,False,336.92578125
LanceDB,synthetic_world_state.csv,352,False,336.9609375
LanceDB,synthetic_world_state.csv,353,False,337.0625
LanceDB,synthetic_world_state.csv,354,False,337.0703125
LanceDB,synthetic_world_state.csv,355,False,337.08203125
LanceDB,synthetic_world_state.csv,356,False,337.296875
LanceDB,synthetic_world_state.csv,357,False,337.41796875
LanceDB,synthetic_world_state.csv,358,False,337.42578125
LanceDB,synthetic_world_state.csv,359,False,337.640625
LanceDB,synthetic_world_state.csv,360,False,337.66015625
LanceDB,synthetic_world_state.csv,361,False,337.6796875
LanceDB,synthetic_world_state.csv,362,False,337.71875
LanceDB,synthetic_world_state.csv,363,False,338.17578125
LanceDB,synthetic_world_state.csv,364,False,338.2578125
LanceDB,synthetic_world_state.csv,365,False,338.2890625
LanceDB,synthetic_world_state.csv,366,False,338.54296875
LanceDB,synthetic_world_state.csv,367,False,338.65234375
LanceDB,synthetic_world_state.csv,368,False,338.67578125
LanceDB,synthetic_world_state.csv,369,False,339.22265625
LanceDB,synthetic_world_state.csv,370,False,339.48828125
LanceDB,synthetic_world_state.csv,371,False,340.70703125
LanceDB,synthetic_world_state.csv,372,False,341.2734375
LanceDB,synthetic_world_state.csv,373,False,341.4609375
LanceDB,synthetic_world_state.csv,374,False,341.47265625
LanceDB,synthetic_world_state.csv,375,False,341.6484375
LanceDB,synthetic_world_state.csv,376,False,342.078125
LanceDB,synthetic_world_state.csv,377,False,342.7734375
LanceDB,synthetic_world_state.csv,378,False,342.7890625
LanceDB,synthetic_world_state.csv,379,False,343.3125
LanceDB,synthetic_world_state.csv,380,False,344.3515625
LanceDB,synthetic_world_state.csv,381,False,344.37109375
LanceDB,synthetic_world_state.csv,382,False,344.609375
LanceDB,synthetic_world_state.csv,383,False,344.6640625
LanceDB,synthetic_world_state.csv,384,False,344.79296875
LanceDB,synthetic_world_state.csv,385,False,345.06640625
LanceDB,synthetic_world_state.csv,386,False,345.953125
LanceDB,synthetic_world_state.csv,387,False,346.2578125
LanceDB,synthetic_world_state.csv,388,False,346.30078125
LanceDB,synthetic_world_state.csv,389,False,346.30859375
LanceDB,synthetic_world_state.csv,390,False,346.375
LanceDB,synthetic_world_state.csv,391,False,347.69921875
LanceDB,synthetic_world_state.csv,392,False,347.79296875
LanceDB,synthetic_world_state.csv,393,False,348.09765625
LanceDB,synthetic_world_state.csv,394,False,348.38671875
LanceDB,synthetic_world_state.csv,395,False,348.44140625
LanceDB,synthetic_world_state.csv,396,False,348.453125
LanceDB,synthetic_world_state.csv,397,False,349.76171875
LanceDB,synthetic_world_state.csv,398,False,350.41015625
LanceDB,synthetic_world_state.csv,399,False,350.4453125
LanceDB,synthetic_world_state.csv,400,False,350.53125
LanceDB,synthetic_world_state.csv,401,False,350.55078125
LanceDB,synthetic_world_state.csv,402,False,350.765625
LanceDB,synthetic_world_state.csv,403,False,352.09765625
LanceDB,synthetic_world_state.csv,404,False,352.140625
LanceDB,synthetic_world_state.csv,405,False,352.87890625
LanceDB,synthetic_world_state.csv,406,False,352.9453125
LanceDB,synthetic_world_state.csv,407,False,352.9453125
LanceDB,synthetic_world_state.csv,408,False,353.875
LanceDB,synthetic_world_state.csv,409,False,353.89453125
LanceDB,synthetic_world_state.csv,410,False,353.9296875
LanceDB,synthetic_world_state.csv,411,False,354.19140625
LanceDB,synthetic_world_state.csv,412,False,355.5
LanceDB,synthetic_world_state.csv,413,False,355.5625
LanceDB,synthetic_world_state.csv,414,False,355.6875
LanceDB,synthetic_world_state.csv,415,False,355.85546875
LanceDB,synthetic_world_state.csv,416,False,356.0390625
LanceDB,synthetic_world_state.csv,417,False,356.8125
LanceDB,synthetic_world_state.csv,418,False,356.82421875
LanceDB,synthetic_world_state.csv,419,False,356.8828125
LanceDB,synthetic_world_state.csv,420,False,356.94140625
LanceDB,synthetic_world_state.csv,421,False,357.17578125
LanceDB,synthetic_world_state.csv,422,False,357.19921875
LanceDB,synthetic_world_state.csv,423,False,357.234375
LanceDB,synthetic_world_state.csv,424,False,358.16015625
LanceDB,synthetic_world_state.csv,425,False,358.44921875
LanceDB,synthetic_world_state.csv,426,False,358.78515625
LanceDB,synthetic_world_state.csv,427,False,360.109375
LanceDB,synthetic_world_state.csv,428,False,360.11328125
LanceDB,synthetic_world_state.csv,429,False,360.2421875
LanceDB,synthetic_world_state.csv,430,False,360.24609375
LanceDB,synthetic_world_state.csv,431,False,360.359375
LanceDB,synthetic_world_state.csv,432,False,360.8125
LanceDB,synthetic_world_state.csv,433,False,360.8359375
LanceDB,synthetic_world_state.csv,434,False,360.99609375
LanceDB,synthetic_world_state.csv,435,False,361.01171875
LanceDB,synthetic_world_state.csv,436,False,361.0859375
LanceDB,synthetic_world_state.csv,437,False,362.53125
LanceDB,synthetic_world_state.csv,438,False,363.328125
LanceDB,synthetic_world_state.csv,439,False,363.38671875
LanceDB,synthetic_world_state.csv,440,False,364.87109375
LanceDB,synthetic_world_state.csv,441,False,364.8828125
LanceDB,synthetic_world_state.csv,442,False,366.16796875
LanceDB,synthetic_world_state.csv,443,False,367.40625
LanceDB,synthetic_world_state.csv,444,False,367.55859375
LanceDB,synthetic_world_state.csv,445,False,367.81640625
LanceDB,synthetic_world_state.csv,446,False,367.8515625
LanceDB,synthetic_world_state.csv,447,False,368.0234375
LanceDB,synthetic_world_state.csv,448,False,369.484375
LanceDB,synthetic_world_state.csv,449,False,369.60546875
LanceDB,synthetic_world_state.csv,450,False,369.8671875
LanceDB,synthetic_world_state.csv,451,False,369.94140625
LanceDB,synthetic_world_state.csv,452,False,369.98046875
LanceDB,synthetic_world_state.csv,453,False,370.02734375
LanceDB,synthetic_world_state.csv,454,False,370.0625
LanceDB,synthetic_world_state.csv,455,False,370.0625
LanceDB,synthetic_world_state.csv,456,False,371.390625
LanceDB,synthetic_world_state.csv,457,False,371.625
LanceDB,synthetic_world_state.csv,458,False,371.671875
LanceDB,synthetic_world_state.csv,459,False,372.8515625
LanceDB,synthetic_world_state.csv,460,False,372.87890625
LanceDB,synthetic_world_state.csv,461,False,372.87890625
LanceDB,synthetic_world_state.csv,462,False,372.89453125
LanceDB,synthetic_world_state.csv,463,False,372.94921875
LanceDB,synthetic_world_state.csv,464,False,374.44921875
LanceDB,synthetic_world_state.csv,465,False,374.80078125
LanceDB,synthetic_world_state.csv,466,False,374.8046875
LanceDB,synthetic_world_state.csv,467,False,376.375
LanceDB,synthetic_world_state.csv,468,False,376.375
LanceDB,synthetic_world_state.csv,469,False,376.6796875
LanceDB,synthetic_world_state.csv,470,False,376.82421875
LanceDB,synthetic_world_state.csv,471,False,377.03515625
LanceDB,synthetic_world_state.csv,472,False,377.1171875
LanceDB,synthetic_world_state.csv,473,False,377.6328125
LanceDB,synthetic_world_state.csv,474,False,377.73828125
LanceDB,synthetic_world_state.csv,475,False,378.19921875
LanceDB,synthetic_world_state.csv,476,False,378.25390625
LanceDB,synthetic_world_state.csv,477,False,378.328125
LanceDB,synthetic_world_state.csv,478,False,378.9609375
LanceDB,synthetic_world_state.csv,479,False,380.34765625
LanceDB,synthetic_world_state.csv,480,False,380.39453125
LanceDB,synthetic_world_state.csv,481,False,380.87109375
LanceDB,synthetic_world_state.csv,482,False,382.28125
LanceDB,synthetic_world_state.csv,483,False,382.30078125
LanceDB,synthetic_world_state.csv,484,False,384.11328125
LanceDB,synthetic_world_state.csv,485,False,384.12890625
LanceDB,synthetic_world_state.csv,486,False,384.203125
LanceDB,synthetic_world_state.csv,487,False,384.24609375
LanceDB,synthetic_world_state.csv,488,False,386.07421875
LanceDB,synthetic_world_state.csv,489,False,386.0859375
LanceDB,synthetic_world_state.csv,490,False,386.0859375
LanceDB,synthetic_world_state.csv,491,False,386.16796875
LanceDB,synthetic_world_state.csv,492,False,386.72265625
LanceDB,synthetic_world_state.csv,493,False,386.828125
LanceDB,synthetic_world_state.csv,494,False,387.125
LanceDB,synthetic_world_state.csv,495,False,387.1328125
LanceDB,synthetic_world_state.csv,496,False,387.15625
LanceDB,synthetic_world_state.csv,497,False,387.37890625
LanceDB,synthetic_world_state.csv,498,False,387.64453125
LanceDB,synthetic_world_state.csv,499,False,387.76953125
LanceDB,synthetic_world_state.csv,500,False,387.83984375
LanceDB,synthetic_world_state.csv,501,False,387.83984375
LanceDB,synthetic_world_state.csv,502,False,388.43359375
LanceDB,synthetic_world_state.csv,503,False,388.5703125
LanceDB,synthetic_world_state.csv,504,False,388.7890625
